zone,numero,couche,x,y,zrelatif,zreference,zabsolu,orientation,pendage,vers,longueur,largeur,epaisseur
K20,842,KLD11,10,30,47,150,197,NESW,P,,30,18,5
K20,868,KLD11,10,44,50,150,200,NS,C,,40,25,8
K20,694,KLD8,4,55,42,150,192,NWSE,P,,15,14,6
K20,867,KLD11,5,40,50,150,200,NESW,O,NW,28,18,10
K20,729,KLD8,1,82,42,150,192,EW,C,,19,15,11
K20,1268,KLC3,96,64,61,0,61,NS,V,,39,21,19
K20,1269,KLC3,93,68,62,0,62,NS,SV,S,43,33,15
K20,1310,KLC4,96,81,64,0,64,EW,SV,S,71,34,20
K20,1318,KLC4,92,59,68,0,68,NS,P,,16,11,10
K20,1321,KLC4,92,54,67,0,67,NS,P,,18,13,3
K20,1343,KLC5,90,35,71,0,71,EW,O,W,17,15,12
K20,1320,KLC4,90,57,67,0,67,,O,W,19,15,6
K20,1317,KLC4,91,50,68,0,68,NWSE,P,,55,16,7
K20,701,KLD8,-1,69,42,150,192,NESW,O,SW,15,9,7
K20,695,KLD8,-2,62,42,150,192,NWSE,P,,24,9,4
K20,1346,KLC5,97,33,71,0,71,NESW,O,SW,23,19,16
K20,1347,KLC5,91,39,70,0,70,NS,P,,16,9,4
K20,1352,KLC5,91,41,72,0,72,EW,P,,19,17,13
K20,1353,KLC5,94,38,73,0,73,NS,O,S,19,12,7
K20,1354,KLC5,92,46,70,0,70,NS,SV,S,36,24,18
K20,1378,KLC6,94,34,74,0,74,NS,P,,16,8,8
K20,1379,KLC6,96,28,74,0,74,NS,C,,24,10,6
K20,1380,KLC6,97,27,75,0,75,NS,C,,17,12,10
K20,1450,KLC8,90,87,68,0,68,,P,,21,12,7
K20,1465,KLC8,92,86,"67,5",0,"67,5",,P,,86,33,23
K20,1466,KLC8,91,85,"67,5",0,"67,5",,O,NE,20,18,9
K20,1467,KLC8,98,48,71,0,71,NESW,O,SE,24,17,17
K20,1468,KLC8,95,46,72,0,72,EW,P,,18,16,6
K20,1469,KLC8,96,43,70,0,70,,SV,N,24,20,14
K20,1470,KLC8,95,43,73,0,73,,V,,13,12,8
K20,1473,KLC9,93,30,77,0,77,NS,C,,42,35,24
K20,1474,KLC9,93,28,78,0,78,NS,C,,23,16,10
K20,1512,KLC9,96,36,76,0,76,,P,,19,19,15
K20,1516,KLC9,93,42,"76,5",0,"76,5",,V,,20,16,10
K20,1519,KLC9,94,48,73,0,73,,SV,W,35,32,17
K20,1530,KLC10,92,23,80,0,80,EW,P,,11,10,6
K20,1539,KLC10,96,40,"78,5",0,"78,5",NESW,P,,15,10,9
K20,1540,KLC10,96,41,"78,5",0,"78,5",NS,V,,21,19,14
K20,1543,KLC10,96,40,78,0,78,EW,P,,8,7,7
K20,1560,KLC10,95,88,"70,5",0,"70,5",NESW,O,NE,21,15,10
K20,1568,KLC10,93,85,"72,5",0,"72,5",,O,W,25,24,17
K20,1585,KLC10,90,56,"78,5",0,"78,5",NS,C,,40,28,13
K20,1598,KLC10,91,83,73,0,73,NWSE,O,NE,6,3,2
K20,1599,KLC10,91,49,"78,5",0,"78,5",EW,C,,17,15,13
K20,1600,KLC10,94,84,72,0,72,EW,P,,8,6,4
K20,1601,KLC10,93,82,73,0,73,EW,O,S,19,15,8
K20,1345,KLC5,91,32,72,0,72,NESW,C,,48,27,24
K20,1517,KLC9,93,39,77,0,77,,V,,28,20,20
K20,1505,KLC9,96,53,"71,5",0,"71,5",,V,,18,17,9
K20,1523,KLC9,90,58,75,0,75,,P,,22,20,15
K20,1460,KLC8,94,53,"71,5",0,"71,5",,V,,20,17,12
K20,1506,KLC9,92,56,"72,5",0,"72,5",NWSE,C,,45,28,14
K20,1393,KLC6,92,56,69,0,69,,P,,19,17,6
K20,1558,KLC10,90,51,76,0,76,,SV,SE,14,7,5
K20,1594,KLC10,91,51,"78,5",0,"78,5",,SV,SE,23,15,10
K20,1471,KLC8,97,53,68,0,68,EW,,,0,0,0
K20,1391,KLC6,90,50,71,0,71,EW,O,W,22,21,14
K20,1595,KLC10,91,50,78,0,78,EW,C,,8,6,2
K20,1447,KLC6,97,57,67,0,67,NWSE,P,,25,22,18
K20,1622,KLC10,93,63,"79,5",0,"79,5",NWSE,O,SW,30,15,4
K20,1631,KLC10,91,46,"78,5",0,"78,5",EW,O,E,7,4,2
K20,1633,KLC10,97,48,"78,5",0,"78,5",EW,P,,30,16,12
K20,1634,KLC10,95,41,78,0,78,NWSE,C,,27,12,5
K20,1635,KLC10,93,42,78,0,78,NS,O,N,7,5,2
K20,1642,KLC10,97,45,79,0,79,NS,P,,7,5,3
K20,1651,KLC10,94,35,79,0,79,EW,O,W,10,6,2
K20,1655,KLC10,92,26,78,0,78,,P,,5,5,2
K20,1677,KLC10,93,37,81,0,81,NS,P,,40,20,15
K20,1680,KLC10,96,37,79,0,79,NS,P,,20,15,5
K20,1681,KLC10,95,45,80,0,80,EW,P,,15,12,7
K20,1682,KLC10,96,44,"78,5",0,"78,5",NS,O,NW,18,13,4
K20,1698,KLC10,95,44,81,0,81,EW,P,,25,16,10
K20,1702,KLC10,98,32,"80,5",0,"80,5",NS,O,SW,32,30,15
K20,1714,KLC11,98,48,"79,5",0,"79,5",NS,O,S,17,15,9
K20,1726,KLC11,93,34,"84,5",0,"84,5",EW,P,,20,12,5
K20,1729,KLC11,98,47,81,0,81,NS,P,,21,18,6
K20,1730,KLC11,90,36,85,0,85,NS,O,NW,25,20,5
K20,1731,KLC11,94,40,"83,5",0,"83,5",EW,P,,14,7,7
K20,1732,KLC11,95,30,83,0,83,NS,P,,9,6,3
K20,1733,KLC11,96,32,"85,5",0,"85,5",EW,O,W,33,20,15
K20,1715,KLC11,98,55,"78,5",0,"78,5",NS,P,,32,22,19
K20,1709,KLC10,91,53,"81,5",0,"81,5",NS,P,,33,7,5
K20,1710,KLC10,92,55,"81,5",0,"81,5",NS,P,,37,28,13
K20,1625,KLC10,93,51,79,0,79,NESW,C,,18,13,6
K20,1629,KLC10,94,50,78,0,78,,V,,5,5,3
K20,1686,KLC10,91,53,"80,5",0,"80,5",NWSE,P,,25,15,5
K20,1707,KLC10,94,54,"79,5",0,"79,5",NWSE,P,,19,16,12
K20,1628,KLC10,97,54,"78,5",0,"78,5",NS,O,W,5,5,3
K20,1620,KLC10,92,59,"79,5",0,"79,5",NWSE,SV,NW,27,16,10
K20,1621,KLC10,92,53,79,0,79,,O,SE,20,20,10
K20,1632,KLC10,97,51,78,0,78,NS,O,S,0,0,0
K20,1734,KLC11,94,31,"85,5",0,"85,5",NS,P,,24,23,15
K20,1735,KLC11,98,40,"82,5",0,"82,5",EW,P,,17,10,4
K20,1746,KLC11,93,52,84,0,84,NS,O,S,15,12,3
K20,1749,KLC11,94,63,78,0,78,NS,P,,40,26,20
K20,1756,KLC12,94,77,80,0,80,NESW,O,SW,70,30,15
K20,1757,KLC12,92,74,"77,5",0,"77,5",,V,,50,40,12
K20,1776,KLC12,94,85,74,0,74,NS,P,,34,15,14
K20,1778,KLC12,99,49,"83,5",0,"83,5",NS,P,,18,12,7
K20,1779,KLC12,94,66,79,0,79,EW,O,W,24,15,8
K20,1781,KLC12,90,74,"79,5",0,"79,5",,V,,36,20,18
K20,1783,KLC12,90,76,"78,5",0,"78,5",NS,P,,18,6,6
K20,1786,KLC12,96,68,79,0,79,NS,P,,39,25,15
K20,1794,KLC12,91,74,80,0,80,NS,P,,8,5,4
K20,1798,KLC12,92,79,79,0,79,NWSE,O,SE,45,35,30
K20,1800,KLC12,96,82,76,0,76,,V,,44,30,12
K20,1803,KLC12,97,59,78,0,78,EW,P,,28,21,6
K20,1841,KLC12,100,64,64,0,64,EW,P,,30,25,20
K20,1668,KLC10,93,46,"79,5",0,"79,5",NWSE,O,NW,20,13,8
K20,1900,KLD11,91,77,211,0,211,NS,O,N,42,20,7
K20,1908,KLD11,92,77,"216,5",0,"216,5",NESW,O,NE,20,4,1
K20,1918,KLD13,90,74,224,0,224,NWSE,P,,23,9,8
K20,1919,KLD13,91,75,224,0,224,NWSE,P,,20,8,5
K20,1920,KLD14,92,6,231,0,231,NESW,SC,,111,56,36
K20,1921,KLD15,99,2,"227,5",0,"227,5",NESW,P,,23,15,5
K20,1922,KLD16,94,79,"237,5",0,"237,5",NWSE,P,,15,14,7
K20,1923,KLD16,96,49,239,0,239,NS,P,,112,80,68
K20,1966,KLD15,100,54,32,210,242,,,,40,5,0
K20,2022,KLD15,96,51,9,240,249,NS,P,,52,23,15
K20,2219,KLD20,-1,33,29,240,269,EW,P,,10,9,7
K20,2220,KLD20,-1,32,29,240,269,EW,O,W,19,16,14
K20,2221,KLD20,-1,31,29,240,269,EW,P,,16,14,12
K20,2222,KLD20,-1,31,27,240,267,EW,P,,20,15,11
K20,2223,KLD20,-2,38,31,240,271,NS,P,,29,24,23
K20,2224,KLD20,-1,42,31,240,271,NS,V,,30,23,8
K20,2246,KLD23,94,54,26,240,266,,P,,150,110,70
K20,2256,KLD23,96,55,26,240,266,EW,O,W,64,55,19
K20,2520,KLD29,94,4,27,230,257,NS,SC,NW,54,40,17
K20,2572,KLE6,90,60,58,230,288,NS,C,,50,40,35
K20,2573,KLE6,90,80,63,230,293,NS,O,W,60,50,17
K20,2579,KLE5,97,61,61,230,291,NS,P,,55,55,55
K20,2654,KLF5M,98,83,61,236,297,NESW,O,SW,75,35,20
K20,2317,KLD25,96,14,37,240,277,NS,SC,W,40,25,15
K20,2316,KLD25,94,19,36,240,276,NS,C,,0,0,0
K20,1917,KLD13,94,22,"228,5",0,"228,5",NWSE,O,SE,108,96,45
K20,1916,KLD15,91,37,224,0,224,NWSE,P,,70,65,30
K20,2023,KLD15,95,33,13,240,253,EW,O,E,64,47,41
K20,1965,KLD15,100,34,31,210,241,,,,15,10,0
K20,2249,KLD23,96,38,26,240,266,NESW,O,SW,120,60,40
K20,2571,KLE6,93,33,55,230,285,NS,C,,65,50,20
K20,2247,KLD23,92,45,24,240,264,,O,S,70,55,40
K20,1909,KLD12,92,82,218,0,218,EW,O,E,22,18,10
K20,12187,INDET,,,,,,,,,23,18,11
K20,12185,INDET,,,,,,,,,21,15,11
K20,2325,KLD26,6,12,43,230,273,,,,20,19,19
K20,1104,KLC2,71,75,59,0,59,NS,P,,31,24,15
K20,1108,KLC2,83,86,57,0,57,NS,P,,30,30,15
K20,1117,KLC2,75,77,58,0,58,NESW,O,NE,31,29,10
K20,1184,KLC2,90,74,59,0,59,NS,O,E,23,21,9
K20,1185,KLC2,90,64,59,0,59,,P,,0,0,0
K20,1272,KLC2,91,74,63,0,63,NESW,O,SW,29,20,20
K20,1282,KLC2,93,81,63,0,63,EW,O,W,21,20,6
K20,1286,KLC2,92,68,64,0,64,,P,,26,23,22
K20,1296,KLC2,91,68,67,0,67,EW,P,,26,20,8
K20,1112,KLC2,74,84,61,0,61,NWSE,O,NW,50,35,21
K20,1287,KLC2,88,68,65,0,65,,P,,47,42,12
K20,1193,KLC2,80,68,65,0,65,NS,P,,29,14,10
K20,1192,KLC2,73,77,66,0,66,NS,O,N,25,19,8
K20,1191,KLC2,68,73,67,0,67,NS,O,S,48,25,20
K20,1285,KLC2,88,75,65,0,65,NS,P,,54,31,18
K20,1123,KLC2,84,88,56,0,56,EW,O,W,22,16,16
K20,1276,KLC2,78,84,63,0,63,,P,,9,8,6
K20,1164,KLC2,76,71,60,0,60,NESW,P,,18,16,10
K20,1122,KLC2,67,78,64,0,64,,O,W,35,30,15
K20,1181,KLC2,85,68,66,0,66,NS,O,E,75,65,22
K20,1277,KLC2,86,64,64,0,64,EW,P,,17,10,9
K20,1195,KLC2,78,63,65,0,65,NS,P,,32,14,11
K20,1197,KLC2,81,60,63,0,63,NS,P,,26,21,21
K20,1200,KLC2,80,61,63,0,63,NS,P,,52,35,30
K20,1198,KLC2,88,71,63,0,63,NS,P,,29,24,11
K20,2156,KLD22,23,54,19,240,259,EW,P,,32,20,11
K20,2275,KLD22,-1,14,24,240,264,NESW,O,SW,31,11,8
K20,2277,KLD22,-1,30,31,240,271,NESW,O,SW,38,13,10
K20,2278,KLD22,-1,27,27,240,267,NWSE,V,,48,35,27
K20,2279,KLD22,-2,28,31,240,271,NESW,P,,31,16,12
K20,2280,KLD22,-1,23,26,240,266,NS,O,N,28,14,9
K20,2281,KLD22,-1,12,25,240,265,NS,O,N,25,20,20
K20,2282,KLD22,-2,15,26,240,266,NWSE,P,,42,23,8
K20,2284,KLD22,-3,12,28,240,268,NS,P,,39,25,13
K20,2285,KLD22,-1,16,31,240,271,EW,P,,24,17,8
K20,2286,KLD22,-3,15,31,240,271,NS,P,,26,13,10
K20,2288,KLD22,-2,17,32,240,272,EW,P,,22,16,12
K20,2294,KLD22,-1,18,33,240,273,,V,,21,10,8
K20,2170,KLD22,41,54,20,240,260,NESW,O,SW,14,12,8
K20,2190,KLD22,63,86,"17,5",240,"257,5",EW,P,,130,75,35
K20,2166,KLD22,38,43,19,240,259,EW,P,,22,19,13
K20,2193,KLD22,14,77,21,240,261,,P,,30,30,12
K20,2198,KLD22,55,88,21,240,261,EW,O,W,40,35,22
K20,2199,KLD22,56,83,21,240,261,NS,C,,31,18,13
K20,2167,KLD22,52,51,21,240,261,NS,P,,15,14,10
K20,2194,KLD22,3,89,20,240,260,,P,,19,14,8
K20,2196,KLD22,13,87,21,240,261,EW,P,,23,11,6
K20,2154,KLD22,13,48,18,240,258,NS,P,,29,14,14
K20,2180,KLD22,16,82,20,240,260,NESW,P,,130,89,44
K20,2159,KLD22,15,83,18,240,258,NESW,P,,31,11,4
K20,2339,KLD26,2,22,51,230,281,NS,P,,11,8,4
K20,2349,KLD26,2,20,52,230,282,,V,,13,9,6
K20,2355,KLD26,-3,26,52,230,282,,P,,13,10,4
K20,2356,KLD26,-3,25,53,230,283,NS,P,,11,6,3
K20,2359,KLD26,-2,41,47,230,277,,P,,18,10,9
K20,2148,KLD22,56,14,19,240,259,EW,P,,24,22,17
K20,2153,KLD22,82,20,21,240,261,EW,SC,N,71,58,30
K20,2149,KLD22,59,15,19,240,259,NS,O,S,28,15,12
K20,2164,KLD22,38,12,22,240,262,,V,,29,23,6
K20,2345,KLD26,8,13,46,230,276,NS,P,,10,7,6
K20,2191,KLD22,79,31,20,240,260,NESW,P,,78,33,17
K20,2179,KLD22,90,16,21,240,261,NWSE,O,SE,85,84,73
K20,2169,KLD22,101,14,16,240,256,EW,P,,30,17,16
K20,2161,KLD22,24,23,20,240,260,NESW,P,,32,14,10
K20,2195,KLD22,94,28,16,240,256,EW,P,,60,24,0
K20,2171,KLD22,38,26,20,240,260,NWSE,P,,16,8,5
K20,2155,KLD22,56,23,20,240,260,NWSE,P,,37,32,22
K20,2192,KLD22,83,29,19,240,259,EW,O,W,48,35,0
K20,2243,KLD22,84,53,18,240,258,NWSE,P,,40,30,20
K20,2162,KLD22,36,20,20,240,260,NS,P,,0,0,0
K20,2152,KLD22,35,31,20,240,260,NS,O,S,24,13,10
K20,2168,KLD22,39,36,21,240,261,EW,V,,33,25,17
K20,2175,KLD22,35,34,22,240,262,,O,E,28,26,9
K20,2151,KLD22,38,30,19,240,259,EW,P,,27,23,18
K20,1293,KLC2,87,60,66,0,66,NS,P,,21,15,12
K20,2244,KLD22,92,62,18,240,258,NS,P,,70,34,0
K20,2146,KLD22,20,64,"17,5",240,"257,5",EW,P,,21,17,12
K20,2165,KLD22,83,66,20,240,260,NESW,P,,31,20,12
K20,1194,KLC2,70,66,67,0,67,,O,W,40,37,19
K20,2361,KLD26,-2,43,49,230,279,,,,17,13,9
K20,2363,KLD26,-3,36,51,230,281,,,,19,11,10
K20,2366,KLD26,-3,42,55,230,285,,P,,26,24,21
K20,2367,KLD26,-3,48,52,230,282,NS,C,,15,8,7
K20,2368,KLD26,-2,53,53,230,283,NS,,,12,10,3
K20,2369,KLD26,-3,58,57,230,287,,,,10,9,6
K20,2370,KLD26,-1,54,59,230,289,NS,P,,12,8,7
K20,2326,KLD26,6,9,46,230,276,,,,25,18,16
K20,2330,KLD26,3,11,48,230,278,NESW,P,,15,8,5
K20,2495,KLE2,13,24,65,230,295,NWSE,P,,70,20,17
K20,2499,KLE2,12,9,57,230,287,EW,O,N,15,10,10
K20,2429,KLE2,-1,34,59,230,289,NS,P,,20,14,14
K20,2433,KLE2,-1,30,61,230,291,,V,,16,13,9
K20,2436,KLE2,-1,42,65,230,295,,V,,38,26,17
K20,2468,KLE2,-1,28,64,230,294,,V,,26,17,12
K20,2502,KLE2,15,9,63,230,293,NESW,P,,74,35,35
K20,2528,KLE2,20,1,62,230,292,NESW,C,,18,9,5
K20,2427,KLE2,7,14,54,230,284,,V,,23,18,7
K20,2553,KLE2,14,23,70,230,300,NWSE,P,,17,12,8
K20,2501,KLE2,7,11,60,230,290,,V,,22,22,8
K20,2523,KLE2,18,4,59,230,289,NS,C,,13,11,10
K20,2529,KLE2,19,3,62,230,292,NS,C,,23,20,8
K20,2530,KLE2,21,6,62,230,292,NESW,SV,SE,18,18,4
K20,2500,KLE2,18,8,58,230,288,NS,P,,17,10,4
K20,2540,KLE2,14,6,61,230,291,NS,P,,22,15,6
K20,2492,KLE2,10,4,45,230,275,NESW,P,,20,14,5
K20,2519,KLE2,15,3,55,230,285,NS,P,,18,7,6
K20,2506,KLE2,9,13,67,230,297,EW,P,,60,43,29
K20,2491,KLE2,10,14,55,230,285,EW,O,N,15,11,5
K20,2551,KLE2,22,11,69,230,299,NESW,P,,30,28,20
K20,2504,KLE2,8,11,63,230,293,NS,SV,N,48,22,10
K20,2419,KLD19,-3,90,16,230,246,EW,P,,13,10,10
K20,11941,KLE6,,,,,,,,,5,3,1
K20,11939,KLE6,,,,,,,,,12,8,3
K20,282,KLD3,26,93,33,150,183,NS,V,,14,12,9
K20,243,KLD3,23,95,80,100,180,NESW,O,SW,30,20,17
K20,829,KLD11,12,98,47,150,197,EW,P,,22,10,5
K20,239,KLD3,17,93,81,100,181,NS,P,,14,12,3
K20,275,KLD3,40,91,27,150,177,NESW,P,,24,12,7
K20,242,KLD3,24,90,80,100,180,NS,O,S,50,7,4
K20,2134,KLD20,-3,2,16,240,256,EW,P,,35,27,15
K20,2513,KLE1,41,5,43,230,273,NS,SV,W,40,20,7
K20,2374,KLE1,6,3,42,230,272,NS,O,N,22,16,11
K20,2236,KLD23,64,3,28,240,268,,P,,15,12,6
K20,2510,KLE1,25,2,45,230,275,,V,,12,8,5
K20,2525,KLE1,60,5,52,230,282,NS,P,,36,21,9
K20,2521,KLE1,43,5,53,230,283,EW,O,S,36,26,17
K20,2130,KLD20,3,3,13,240,253,EW,O,E,63,26,14
K20,2333,KLD26,6,6,46,230,276,,O,NW,8,6,2
K20,2260,KLD23,66,7,28,240,268,NWSE,P,,22,15,13
K20,2486,KLE1,54,10,51,230,281,NS,O,E,22,16,9
K20,2514,KLE1,27,3,50,230,280,NS,P,,32,11,10
K20,2515,KLE1,47,8,48,230,278,NS,O,S,60,50,30
K20,2293,KLD22,5,4,31,240,271,EW,O,W,46,14,8
K20,2516,KLE1,51,7,49,230,279,,O,W,50,50,8
K20,2517,KLE1,50,7,50,230,280,NESW,O,NW,30,19,12
K20,2029,KLD19,35,8,9,240,249,NESW,P,,18,9,6
K20,2493,KLE2,11,3,48,230,278,EW,P,,28,16,11
K20,2518,KLE2,11,4,55,230,285,,O,E,26,26,10
K20,2494,KLE2,10,2,50,230,280,,V,,43,19,15
K20,2335,KLD26,7,5,44,230,274,,,,18,11,7
K20,2336,KLD26,7,6,47,230,277,,V,,15,10,4
K20,2283,KLD22,2,8,25,240,265,NS,P,,26,24,12
K20,2334,KLD26,7,6,44,230,274,NESW,SC,NW,14,6,5
K20,2344,KLD26,9,6,47,230,277,,V,,31,20,19
K20,2332,KLD26,5,10,48,230,278,EW,P,,17,10,5
K20,2465,KLD19,67,5,26,230,256,NS,C,,20,19,10
K20,2287,KLD22,4,8,23,240,263,EW,P,,29,26,10
K20,314,KLD3,40,7,35,150,185,EW,P,,25,17,6
K20,494,KLD5,40,5,37,150,187,EW,O,W,24,15,11
K20,493,KLD5,35,2,36,150,186,NS,O,N,14,5,2
K20,138,KLD4,34,2,77,100,177,EW,P,,25,20,14
K20,634,KLD8,20,2,40,150,190,NESW,O,NE,14,8,5
K20,820,KLD11,27,8,46,150,196,NWSE,P,,30,25,15
K20,686,KLD8,12,8,42,150,192,NS,P,,14,10,7
K20,873,KLD11,24,5,51,150,201,NS,P,,60,30,10
K20,846,KLD11,7,6,50,150,200,NWSE,C,,25,22,15
K20,450,KLD6,18,9,39,150,189,NS,O,N,45,25,14
K20,874,KLD11,30,9,49,150,199,EW,C,,20,10,3
K20,722,KLD8,16,3,43,150,193,EW,O,W,20,13,7
K20,300,KLD3,12,9,38,150,188,NWSE,P,,17,11,5
K20,818,KLD11,18,8,45,150,195,NS,P,,25,20,5
K20,884,KLD11,26,9,52,150,202,NS,P,,22,15,6
K20,847,KLD11,15,9,49,150,199,NWSE,P,,20,13,7
K20,320,KLD3,29,0,35,150,185,NS,P,,10,4,3
K20,632,KLD8,24,6,41,150,191,NWSE,O,NW,24,7,4
K20,633,KLD8,21,5,40,150,190,EW,P,,14,8,2
K20,2041,KLD19,32,9,"9,5",240,"249,5",EW,SV,E,20,16,6
K20,2030,KLD19,29,5,9,240,249,NS,SC,W,23,19,10
K20,2040,KLD19,31,7,10,240,250,EW,P,,28,21,20
K20,2453,KLD28,36,2,24,230,254,EW,SV,W,10,6,4
K20,2452,KLD28,34,4,25,230,255,EW,O,W,27,18,16
K20,1963,KLD18,33,8,36,210,246,EW,O,W,21,14,12
K20,2461,KLD28,39,4,34,230,264,NS,C,,22,22,17
K20,2059,KLD19,36,8,"12,5",240,"252,5",EW,P,,22,17,14
K20,2186,KLD23,18,6,23,240,263,NS,P,,40,26,16
K20,2039,KLD19,33,5,"9,5",240,"249,5",NWSE,O,NE,27,20,10
K20,950,KLD13,52,10,80,150,230,NS,O,S,30,25,14
K20,2150,KLD22,38,10,19,240,259,NS,P,,29,23,15
K20,909,KLD11,13,10,52,150,202,NS,P,,31,23,6
K20,907,KLD11,30,10,54,150,204,NS,P,,35,16,6
K20,2457,KLD28,43,2,25,230,255,EW,O,S,25,13,9
K20,951,KLD13,53,0,79,150,229,EW,C,,26,13,3
K20,825,KLD11,28,14,46,150,196,,V,,20,15,10
K20,2233,KLD23,31,2,26,240,266,,P,,20,13,10
K20,2216,KLD23,29,4,25,240,265,NS,P,,23,16,13
K20,2214,KLD23,26,3,"22,5",240,"262,5",NS,O,S,22,18,13
K20,2454,KLD28,40,4,23,230,253,,P,,12,10,6
K20,1959,KLD18,53,7,36,210,246,NESW,SV,NE,20,10,6
K20,1962,KLD18,30,7,"35,5",210,"245,5",NWSE,P,,10,8,6
K20,2460,KLD28,34,4,32,230,262,NESW,SV,NE,25,11,11
K20,1958,KLD18,53,6,35,210,245,EW,SC,N,19,18,8
K20,968,KLD14,9,8,89,150,239,NESW,O,SW,20,17,9
K20,1015,KLD14,56,7,87,150,237,NS,O,N,28,24,21
K20,1947,KLD17,18,7,34,210,244,EW,P,,24,18,14
K20,2117,KLD21,54,7,17,240,257,EW,O,W,70,40,27
K20,2002,KLD19,26,9,"6,5",240,"246,5",NESW,O,SW,11,8,4
K20,2207,KLD23,23,7,25,240,265,EW,P,,16,7,4
K20,2213,KLD23,16,5,25,240,265,NWSE,O,NW,45,27,10
K20,2027,KLD19,35,5,"9,5",240,"249,5",,V,,15,12,7
K20,1974,KLD18,40,9,"36,5",210,"246,5",NWSE,O,NW,26,19,6
K20,2144,KLD21,35,9,17,240,257,NESW,O,NE,75,30,10
K20,2456,KLD28,38,2,27,230,257,NWSE,O,NW,21,16,13
K20,2178,KLD22,51,4,22,240,262,,P,,19,9,8
K20,2292,KLD22,7,2,30,240,270,EW,P,,23,16,15
K20,2229,KLD23,30,1,23,240,263,EW,V,,32,23,8
K20,1969,KLD18,31,5,35,210,245,NESW,SC,NW,27,19,9
K20,2463,KLD22,15,2,34,230,264,NESW,O,NE,25,9,3
K20,2174,KLD22,32,5,21,240,261,EW,P,,18,16,8
K20,2466,KLD22,15,3,38,230,268,EW,O,E,68,27,6
K20,2074,KLD21,58,3,15,240,255,EW,P,,24,16,14
K20,2158,KLD22,30,10,"18,5",240,"258,5",NESW,P,,25,20,13
K20,1981,KLD18,24,10,"36,5",210,"246,5",NWSE,P,,22,20,15
K20,2201,KLD23,56,10,24,240,264,EW,P,,27,14,11
K20,2118,KLD21,44,10,17,240,257,EW,P,,29,24,19
K20,998,KLD14,20,9,93,150,243,EW,O,W,30,24,11
K20,2028,KLD19,35,7,9,240,249,NWSE,P,,8,6,5
K20,2024,KLD19,35,3,10,240,250,NESW,P,,10,6,0
K20,2459,KLD28,34,2,30,230,260,NWSE,SV,NW,28,13,3
K20,2259,KLD23,60,8,29,240,269,EW,P,,30,25,24
K20,2451,KLD28,32,1,12,230,242,,,,21,14,11
K20,2291,KLD22,10,6,25,240,265,EW,O,W,25,15,10
K20,2290,KLD22,6,3,22,240,262,NWSE,P,,39,11,10
K20,2163,KLD22,42,8,22,240,262,EW,O,E,36,35,23
K20,2147,KLD22,44,6,19,240,259,NWSE,O,SE,28,23,14
K20,2467,KLD22,17,5,39,230,269,,O,SW,13,12,8
K20,978,KLD14,50,9,84,150,234,NS,P,,23,17,12
K20,2145,KLD22,46,7,18,240,258,NS,P,,46,25,15
K20,2455,KLD28,40,1,28,230,258,,V,,35,18,14
K20,2458,KLD28,29,3,31,230,261,NS,C,,15,8,7
K20,2636,KLF5M,23,3,63,236,299,EW,P,,78,64,30
K20,2524,KLE2,22,3,61,230,291,,,,4,2,2
K20,142,KLD4,41,2,79,100,179,NS,SC,E,14,13,9
K20,145,KLD3,53,3,81,100,181,EW,P,,31,24,17
K20,489,KLD5,60,3,33,150,183,EW,O,W,21,14,4
K20,141,KLD4,40,2,79,100,179,NS,SC,E,19,11,5
K20,488,KLD5,53,2,33,150,183,NS,O,N,20,14,6
K20,143,KLD4,39,2,80,100,180,EW,P,,37,23,16
K20,487,KLD5,40,3,33,150,183,,V,,18,12,8
K20,912,KLD11,20,9,53,150,203,NESW,C,,25,15,4
K20,1084,KLC1,89,92,55,0,55,NESW,O,SE,88,52,47
K20,140,KLD4,36,10,81,100,181,NESW,SC,NW,35,22,17
K20,147,KLD3,61,10,80,100,180,EW,O,E,25,15,7
K20,711,KLD8,10,67,43,150,193,NS,O,S,18,10,8
K20,679,KLD8,10,16,42,150,192,NS,C,,12,7,5
K20,464,KLD6,0,24,41,150,191,NS,P,,14,12,10
K20,468,KLD6,0,7,40,150,190,NS,P,,33,26,12
K20,888,KLD11,8,16,52,150,202,NESW,P,,22,15,4
K20,684,KLD8,8,17,42,150,192,NESW,O,NE,14,8,4
K20,843,KLD11,8,24,48,150,198,NS,O,S,25,9,4
K20,849,KLD11,7,19,49,150,199,NESW,P,,33,21,9
K20,893,KLD11,0,10,51,150,201,NESW,O,SE,25,13,5
K20,911,KLD11,10,13,54,150,204,NWSE,P,,30,15,5
K20,890,KLD11,1,22,51,150,201,NWSE,C,,18,14,9
K20,461,KLD6,7,23,42,150,192,EW,P,,37,30,12
K20,463,KLD6,1,23,42,150,192,,V,,60,17,7
K20,386,KLD3,6,20,40,150,190,EW,P,,22,15,9
K20,866,KLD11,6,38,50,150,200,NS,O,S,23,15,10
K20,864,KLD11,4,32,50,150,200,NS,P,,25,20,3
K20,246,KLD3,9,33,88,100,188,NWSE,O,NW,29,14,13
K20,371,KLD3,6,33,40,150,190,EW,P,,30,9,5
K20,653,KLD8,3,49,42,150,192,EW,P,,12,10,5
K20,964,KLD14,6,32,46,150,196,EW,O,W,15,9,7
K20,705,KLD8,2,49,43,150,193,NS,P,,24,14,7
