zone,numero,couche,x,y,zrelatif,zreference,zabsolu,orientation,pendage,vers,longueur,largeur,epaisseur
K20,49558,KLD3,,,,,,,,,0,0,0
K20,12106,KLD3,,,,,,,,,13,10,3
K20,13198,KLD13,,,,,,,,,9,7,5
K20,13269,KLD19,,,,,,,,,18,15,5
K20,1641,KLC10,90,48,"79,5",0,"79,5",NWSE,O,NW,14,10,5
K20,13239,KLD4,,,,,,,,,5,2,1
K20,13247,KLD4,,,,,,,,,15,14,7
K20,12159,KLD27,,,,,,,,,13,12,7
K20,12042,KLD22,,,,,,,,,11,7,2
K20,49696,KLE2,,,,,,,,,0,0,0
K20,50638,KLD14,,,,,,,,,0,0,0
K20,12073,KLD13,,,,,,,,,15,11,2
K20,12245,KLD6,,,,,,,,,13,11,3
K20,12051,KLD8,,,,,,,,,10,7,2
K20,12266,KLD11,,,,,,,,,10,9,7
K20,11956,KLD19,,,,,,,,,13,12,5
K20,12228,KLD11,,,,,,,,,15,10,4
K20,12001,KLD10,,,,,,,,,7,6,1
K20,12072,KLD13,,,,,,,,,13,12,6
K20,12241,KLD3,,,,,,,,,18,12,5
K20,11988,KLD12,,,,,,,,,10,5,5
K20,12094,KLD23,,,,,,,,,13,12,8
K20,13346,KLD12,,,,,,,,,20,13,5
K20,13208,KLD12,,,,,,,,,14,13,8
K20,49726,KLD12,,,,,,,,,0,0,0
K20,10113,KLD1,,,,,,,,,15,14,2
K20,477,KLD6,51,33,41,150,191,EW,O,E,28,22,8
K20,1196,KLC2,80,64,63,0,63,,P,,36,36,11
K20,11877,KLE1,,,,,,,,,15,8,3
K20,11951,KLD12,,,,,,,,,9,5,2
K20,11983,KLD12,,,,,,,,,13,10,4
K20,11953,KLE4,,,,,,,,,19,17,5
K20,11881,KLE1,,,,,,,,,11,11,3
K20,1937,KLD18,22,37,"33,5",210,"243,5",,V,,11,11,8
K20,1949,KLD18,29,39,"34,5",210,"244,5",NWSE,,,9,8,8
K20,1926,KLD17,25,27,236,0,236,EW,P,,14,8,4
K20,996,KLD14,20,23,88,150,238,NS,P,,17,16,12
K20,989,KLD14,31,39,88,150,238,NS,O,W,37,30,26
K20,1999,KLD19,34,21,8,240,248,NESW,SC,,27,20,12
K20,2013,KLD19,33,29,8,240,248,EW,SV,E,24,23,11
K20,1935,KLD17,15,37,34,210,244,,V,,8,5,3
K20,990,KLD14,18,35,91,150,241,NS,P,,27,21,16
K20,1984,KLD18,20,31,"36,5",210,"246,5",NS,C,,26,21,10
K20,1940,KLD18,30,60,34,210,244,NESW,P,,18,12,9
K20,1024,KLD14,40,78,91,150,241,,,,23,19,18
K20,12160,KLD27,,,,,,,,,13,10,3
K20,165,KLD3,68,18,83,100,183,,P,,13,10,8
K20,146,KLD3,68,20,76,100,176,NWSE,P,,55,20,17
K20,519,KLD8,56,58,39,150,189,EW,P,,23,16,10
K20,2633,KLF5M,56,39,"73,5",236,"309,5",NWSE,O,SW,13,9,7
K20,49691,KLC4,,,,,,,,,0,0,0
K20,1302,KLC4,93,54,66,0,66,NS,C,,25,15,11
K20,1273,KLC2,80,62,64,0,64,NS,O,N,44,26,23
K20,466,KLD6,3,25,42,150,192,EW,O,W,16,12,10
K20,1138,KLC2,72,69,62,0,62,NS,O,N,18,15,6
K20,663,KLD8,1,48,43,150,193,EW,O,W,27,9,4
K20,1121,KLC2,72,78,62,0,62,NWSE,O,NW,75,35,35
K20,12189,KLE1,,,,,,,,,21,17,7
K20,10115,KLD1,,,,,,,,,39,18,6
K20,1142,KLC2,91,70,59,0,59,,O,E,19,17,10
K20,1518,KLC9,94,37,77,0,77,NESW,O,SW,51,42,15
K20,1166,KLC2,85,72,59,0,59,NWSE,O,E,17,16,9
K20,11874,KLE1,,,,,,,,,6,4,1
K20,13316,KLC9,,,,,,,,,7,5,3
K20,12064,KLC10,,,,,,,,,9,9,2
K20,12255,KLC10,,,,,,,,,8,7,2
K20,11888,KLE1,,,,,,,,,9,8,2
K20,76280,KLE1,,,,,,,,,0,0,0
K20,223,KLD3,15,91,79,100,179,NESW,P,,15,11,6
K20,162,KLD3,64,2,80,100,180,NS,P,,20,20,15
K20,11904,KLC8,,,,,,,,,27,19,5
K20,307,KLD3,10,18,39,150,189,NESW,P,,50,20,5
K20,815,KLD11,4,15,45,150,195,EW,O,W,20,15,10
K20,491,KLD5,69,4,31,150,181,NS,P,,16,11,5
K20,1091,KLC2,79,62,57,0,57,NESW,C,,25,18,12
K20,245,KLD3,4,30,88,100,188,NESW,V,,22,11,6
K20,802,KLD10,7,8,45,150,195,EW,V,,47,20,5
K20,821,KLD11,32,8,46,150,196,NS,P,,40,35,20
K20,1178,KLC2,77,68,60,0,60,NS,P,,23,17,9
K20,1390,KLC6,90,54,70,0,70,EW,P,,26,17,10
K20,207,KLD3,0,36,85,100,185,NS,C,,20,15,7
K20,2437,KLE2,-2,33,64,230,294,NS,SC,NW,20,13,6
K20,435,KLD6,32,3,38,150,188,NS,O,N,35,30,20
K20,1842,KLC12,97,29,84,0,84,NWSE,P,,65,45,20
K20,1847,KLC12,98,86,73,0,73,NS,O,S,25,15,5
K20,1861,KLD4,99,42,174,0,174,NS,O,S,53,21,6
K20,1808,KLC12,98,51,"78,5",0,"78,5",NS,P,,39,11,8
K20,1802,KLC12,95,54,"82,5",0,"82,5",NS,P,,25,18,15
K20,1777,KLC12,97,52,83,0,83,NESW,O,SW,35,25,13
K20,259,KLD3,6,17,88,100,188,,,,9,0,0
K20,2373,KLE1,10,55,44,230,274,,,,11,10,6
K20,704,KLD8,7,54,43,150,193,NS,P,,12,12,6
K20,655,KLD8,17,59,43,150,193,EW,P,,18,12,5
K20,333,KLD3,50,63,33,150,183,NS,O,S,17,12,5
K20,12103,KLC9,,,,,,,,,12,12,3
K20,1313,KLC4,97,79,67,0,67,,O,W,36,35,30
K20,12100,KLC11,,,,,,,,,13,12,6
K20,556,KLD8,47,56,42,150,192,EW,O,W,17,15,8
K20,342,KLD3,49,57,35,150,185,NWSE,O,W,15,11,4
K20,1305,KLC4,83,50,67,0,67,EW,O,E,19,19,10
K20,1337,KLC4,74,58,68,0,68,NS,O,W,16,12,10
K20,260,KLD3,9,14,87,100,187,NESW,P,,30,24,14
K20,208,KLD3,8,40,84,100,184,NESW,O,SW,25,22,13
K20,859,KLD11,66,60,53,150,203,,C,,35,30,16
K20,212,KLD3,16,32,85,100,185,NS,P,,35,25,20
K20,221,KLD3,41,49,81,100,181,NESW,V,,11,9,5
K20,424,KLD6,44,21,39,150,189,NS,C,,17,15,5
K20,623,KLD8,15,20,42,150,192,NESW,C,,23,16,6
K20,446,KLD6,25,21,40,150,190,NS,P,,15,10,4
K20,1665,KLC10,86,35,79,0,79,NWSE,P,,34,11,10
K20,994,KLD14,37,23,92,150,242,NWSE,O,NW,28,11,9
K20,767,KLD10,20,20,45,150,195,EW,C,,13,8,5
K20,1350,KLC5,91,29,72,0,72,EW,C,,27,20,17
K20,126,KLD3,58,37,80,100,180,EW,P,,6,5,1
K20,999,KLD14,19,55,94,150,244,EW,O,W,42,34,21
K20,1983,KLD18,33,26,"36,5",210,"246,5",NESW,P,,18,12,9
K20,2005,KLD19,31,20,7,240,247,NESW,P,,10,6,4
K20,1009,KLD14,35,20,90,150,240,EW,O,W,29,27,14
K20,1968,KLD18,25,13,"34,5",210,"244,5",NWSE,O,N,11,8,6
K20,2009,KLD19,28,19,8,240,248,NWSE,O,SE,40,20,9
K20,1936,KLD18,31,33,34,210,244,NESW,SC,NW,25,20,17
K20,834,KLD11,8,58,48,150,198,NS,O,S,33,28,5
K20,750,KLD10,55,45,44,150,194,EW,C,,15,12,7
K20,51109,KLE1,,,,,,,,,0,0,0
K20,11886,KLE1,,,,,,,,,10,7,2
K20,794,KLD10,9,46,45,150,195,EW,O,W,11,9,9
K20,981,KLD14,8,10,95,150,245,EW,O,N,23,14,4
K20,1143,KLC1,94,75,60,0,60,NS,O,E,24,17,9
K20,402,KLD3,56,32,39,150,189,EW,P,,30,18,9
K20,1348,KLC5,85,34,70,0,70,EW,O,S,20,17,5
K20,95,KLD3,61,44,76,100,176,NESW,P,,12,10,4
K20,558,KLD8,50,50,41,150,191,NS,P,,15,8,4
K20,66,KLC,70,58,68,0,68,NS,O,S,39,27,11
K20,57,KLC,68,62,64,0,64,EW,O,W,22,20,20
K20,932,KLD12,72,88,62,150,212,EW,O,W,120,90,30
K20,309,KLD3,57,23,35,150,185,EW,P,,22,11,6
K20,578,KLD8,46,25,41,150,191,NS,C,,18,15,8
K20,473,KLD6,45,29,41,150,191,NS,P,,19,9,2
K20,115,KLD3,62,30,79,100,179,EW,O,W,49,15,12
K20,317,KLD3,61,30,36,150,186,EW,C,,75,19,4
K20,312,KLD3,52,35,36,150,186,NS,O,N,30,22,15
K20,523,KLD8,64,39,39,150,189,NWSE,P,,25,18,8
K20,801,KLD10,55,40,46,150,196,EW,C,,24,17,11
K20,354,KLD3,42,51,36,150,186,NS,P,,20,19,10
K20,200,KLD3,50,60,75,100,175,EW,P,,14,12,5
K20,1000,KLD14,15,97,94,150,244,EW,P,,22,21,4
K20,303,KLD3,56,27,34,150,184,EW,P,,13,9,4
K20,672,KLD8,49,56,44,150,194,EW,C,,21,5,5
K20,819,KLD11,22,8,46,150,196,NS,P,,70,23,5
K20,1114,KLC2,89,82,58,0,58,,SV,SW,21,15,12
K20,19,KLC,54,55,68,0,68,EW,O,N,79,65,25
K20,919,KLD12,84,40,57,150,207,EW,P,,50,28,6
K20,857,KLD11,18,90,50,150,200,NWSE,O,NE,60,25,3
K20,787,KLD9,79,58,43,150,193,EW,P,,32,25,4
K20,1980,KLD18,4,8,36,210,246,EW,O,S,22,14,4
K20,269,KLD3,18,44,86,100,186,EW,P,,18,15,13
K20,11884,KLE1,,,,,,,,,12,6,2
K20,12121,KLE6,,,,,,,,,6,4,1
K20,1434,KLC7,68,50,76,0,76,,P,,22,20,10
K20,13354,KLC12,,,,,,,,,26,22,15
K20,13308,KLC12,,,,,,,,,12,11,6
K20,13305,KLC12,,,,,,,,,11,9,3
K20,1359,KLC6,62,64,71,0,71,NS,SV,S,17,16,9
K20,1583,KLC10,78,58,79,0,79,NS,P,,32,21,15
K20,1754,KLC11,75,46,"86,5",0,"86,5",NWSE,P,,18,10,9
K20,53,KLC,61,41,78,0,78,NS,V,,30,25,23
K20,1396,KLC6,68,69,71,0,71,NS,O,S,53,48,37
K20,1747,KLC11,87,53,84,0,84,NS,P,,15,10,5
K20,1706,KLC10,76,53,"82,5",0,"82,5",NS,P,,20,16,4
K20,1650,KLC10,89,40,"79,5",0,"79,5",NS,O,S,15,7,5
K20,1824,KLC12,80,57,"89,5",0,"89,5",NS,P,,27,21,13
K20,1561,KLC10,86,80,74,0,74,EW,C,,110,30,20
K20,1711,KLC10,87,43,"83,5",0,"83,5",NS,P,,24,7,7
K20,1755,KLC12,88,75,79,0,79,NS,P,,65,30,20
K20,1669,KLC10,80,48,81,0,81,NESW,P,,25,20,15
K20,24,KLC,53,33,80,0,80,NWSE,P,,40,18,15
K20,1742,KLC11,89,41,"86,5",0,"86,5",NS,P,,28,22,10
K20,1590,KLC10,87,63,77,0,77,EW,SV,W,43,31,21
K20,1509,KLC9,85,68,72,0,72,,V,,18,11,10
K20,29,KLC,57,31,85,0,85,NS,O,S,38,30,25
K20,1501,KLC9,81,70,72,0,72,NESW,C,,28,19,13
K20,9,KLC,71,20,85,0,85,NESW,P,,28,20,15
K20,1440,KLC7,60,45,85,0,85,NS,C,,25,15,8
K20,1452,KLC8,72,52,77,0,77,NESW,C,,19,15,8
K20,1584,KLC10,82,57,"78,5",0,"78,5",NS,SC,NW,36,29,13
K20,1806,KLC12,86,62,"86,5",0,"86,5",NS,O,S,38,34,19
K20,1504,KLC9,84,67,"72,5",0,"72,5",NS,P,,29,16,12
K20,1441,KLC7,68,41,82,0,82,NS,C,,45,23,20
K20,1499,KLC9,79,66,"73,5",0,"73,5",,V,,15,12,9
K20,1748,KLC11,79,50,"85,5",0,"85,5",NS,P,,33,21,10
K20,1701,KLC10,78,52,82,0,82,NS,P,,15,10,10
K20,1498,KLC9,80,64,74,0,74,,SV,NE,25,19,16
K20,1477,KLC9,66,66,76,0,76,,O,S,35,34,29
K20,1569,KLC10,87,66,76,0,76,NWSE,P,,15,9,6
K20,1770,KLC12,89,47,88,0,88,,P,,15,15,10
K20,1493,KLC9,77,56,75,0,75,,O,W,36,36,16
K20,1825,KLC12,82,59,89,0,89,EW,P,,25,21,10
K20,1399,KLC6,83,75,68,0,68,EW,P,,22,15,8
K20,1405,KLC6,86,70,69,0,69,NS,O,S,21,10,6
K20,1724,KLC11,81,40,85,0,85,NS,P,,30,22,15
K20,1566,KLC10,72,48,"81,5",0,"81,5",EW,SV,E,10,10,4
K20,21,KLC,61,26,83,0,83,NS,P,,42,25,20
K20,28,KLC,52,44,79,0,79,,P,,35,34,20
K20,1603,KLC10,87,69,76,0,76,EW,O,N,24,14,9
K20,1758,KLC12,85,75,80,0,80,NS,V,,25,15,10
K20,1813,KLC12,75,43,89,0,89,EW,P,,60,40,8
K20,1721,KLC11,77,50,84,0,84,,P,,12,11,9
K20,1739,KLC11,82,52,84,0,84,NWSE,O,S,48,40,5
K20,1556,KLC10,78,70,77,0,77,,O,S,75,62,30
K20,1725,KLC11,87,43,85,0,85,NS,P,,30,20,0
K20,1674,KLC10,85,41,"81,5",0,"81,5",NESW,P,,30,22,15
K20,1554,KLC10,82,55,"78,5",0,"78,5",NWSE,C,,31,23,13
K20,1720,KLC11,77,52,84,0,84,NESW,O,SW,65,36,10
K20,1428,KLC7,61,60,78,0,78,EW,P,,35,23,20
K20,1579,KLC10,84,65,"77,5",0,"77,5",NS,O,SE,31,21,12
K20,1415,KLC7,65,61,73,0,73,EW,O,W,21,21,14
K20,1833,KLC12,84,48,93,0,93,NS,O,W,37,23,15
K20,1718,KLC11,78,53,83,0,83,NESW,P,,24,22,10
K20,1737,KLC11,76,42,"86,5",0,"86,5",NWSE,P,,43,41,18
K20,1656,KLC10,78,54,79,0,79,NESW,P,,0,0,0
K20,1738,KLC11,87,52,"83,5",0,"83,5",NS,P,,26,13,10
K20,1438,KLC7,57,48,81,0,81,NESW,C,,20,18,4
K20,1849,KLC12,0,0,0,0,,,,,0,0,0
K20,1385,KLC6,78,75,68,0,68,NWSE,P,,32,17,12
K20,1768,KLC12,80,42,88,0,88,EW,P,,30,25,15
K20,1672,KLC10,80,49,81,0,81,NS,P,,22,10,5
K20,1828,KLC12,72,53,92,0,92,NS,P,,37,28,24
K20,1547,KLC10,79,61,77,0,77,,C,,18,18,16
K20,1548,KLC10,73,47,81,0,81,,V,,8,6,4
K20,1697,KLC10,71,46,"84,5",0,"84,5",EW,O,W,22,10,5
K20,1814,KLC12,80,47,92,0,92,NS,P,,50,40,30
K20,1816,KLC12,73,51,89,0,89,NWSE,P,,55,40,25
K20,1699,KLC10,83,51,82,0,82,NS,P,,30,25,17
K20,1562,KLC10,81,78,73,0,73,NESW,O,SW,18,11,8
K20,1563,KLC10,82,75,74,0,74,EW,O,N,71,20,14
K20,1658,KLC10,85,55,80,0,80,NS,P,,32,20,15
K20,1752,KLC11,83,52,85,0,85,EW,P,,25,14,12
K20,1551,KLC10,77,57,"78,5",0,"78,5",NS,C,,30,24,18
K20,1815,KLC12,85,51,91,0,91,,V,,50,25,15
K20,1575,KLC11,68,62,"81,5",0,"81,5",,SV,N,28,23,15
K20,1456,KLC8,76,72,"70,5",0,"70,5",NWSE,O,SW,45,42,16
K20,14,KLC,48,43,77,0,77,NS,V,,43,24,10
K20,1436,KLC7,67,41,80,0,80,NS,C,,28,25,15
K20,1831,KLC12,78,39,"91,5",0,"91,5",NS,P,,26,10,4
K20,1683,KLC10,83,60,"78,5",0,"78,5",,P,,15,14,3
K20,1753,KLC11,83,50,85,0,85,NWSE,P,,19,12,5
K20,55,KLC,63,35,85,0,85,NS,O,S,45,30,22
K20,1807,KLC12,82,65,84,0,84,NWSE,O,S,55,46,25
K20,1765,KLC12,89,60,79,0,79,NS,O,S,25,25,15
K20,1810,KLC12,85,38,"90,5",0,"90,5",NS,P,,60,54,25
K20,1743,KLC11,86,43,87,0,87,NS,P,,32,28,15
K20,1759,KLC12,87,70,80,0,80,,P,,60,50,35
K20,1497,KLC9,74,72,73,0,73,NS,C,,35,20,18
K20,1667,KLC10,78,45,"81,5",0,"81,5",EW,P,,48,25,25
K20,1695,KLC10,74,40,85,0,85,NWSE,P,,35,25,15
K20,1740,KLC11,80,54,"83,5",0,"83,5",NS,P,,25,11,10
K20,1822,KLC12,76,43,"90,5",0,"90,5",NS,P,,38,31,16
K20,1673,KLC10,89,47,"81,5",0,"81,5",NESW,V,,60,45,15
K20,1657,KLC10,86,58,80,0,80,NWSE,O,SE,26,11,5
K20,1476,KLC9,72,74,73,0,73,NWSE,P,,30,13,12
K20,1577,KLC10,72,72,77,0,77,,O,NE,35,30,20
K20,1780,KLC12,89,76,77,0,77,NS,P,,26,16,12
K20,1424,KLC7,60,60,76,0,76,,O,N,44,36,18
K20,3,KLC,40,65,78,0,78,EW,O,W,35,27,15
K20,1597,KLC10,97,55,76,0,76,NESW,O,SW,7,5,2
K20,1827,KLC12,76,52,"90,5",0,"90,5",NESW,P,,20,15,10
K20,1550,KLC10,76,59,77,0,77,,O,SE,13,10,9
K20,1767,KLC12,84,50,88,0,88,,O,S,35,25,20
K20,1805,KLC12,83,62,"85,5",0,"85,5",NS,O,S,62,25,5
K20,1413,KLC7,65,66,76,0,76,NWSE,SV,SE,40,31,14
K20,1580,KLC10,82,62,"77,5",0,"77,5",EW,SC,E,23,14,12
K20,1416,KLC7,60,64,76,0,76,EW,P,,22,9,8
K20,1421,KLC7,60,65,73,0,73,,O,S,41,35,25
K20,1784,KLC12,89,73,"79,5",0,"79,5",,P,,26,23,8
K20,1578,KLC10,73,74,76,0,76,EW,O,E,29,25,20
K20,1564,KLC10,86,71,76,0,76,NS,C,,25,20,12
K20,1694,KLC10,77,38,85,0,85,EW,P,,25,12,5
K20,1496,KLC9,72,68,"75,5",0,"75,5",NS,SV,S,12,10,8
K20,1444,KLC7,72,65,74,0,74,EW,P,,24,18,11
K20,1572,KLC10,88,67,75,0,75,NWSE,P,,25,10,9
K20,1472,KLC9,67,71,72,0,72,NS,O,S,29,21,9
K20,1573,KLC10,81,73,75,0,75,EW,SC,S,17,10,5
K20,1717,KLC11,80,37,"85,5",0,"85,5",,P,,25,24,10
K20,1728,KLC11,89,40,"84,5",0,"84,5",,P,,15,13,9
K20,1719,KLC11,73,51,84,0,84,,P,,20,10,0
K20,1829,KLC12,73,58,"86,5",0,"86,5",NS,O,S,47,16,10
K20,1484,KLC10,71,52,"79,5",0,"79,5",NS,C,,37,24,20
K20,1453,KLC8,65,72,73,0,73,NWSE,P,,17,8,5
K20,1819,KLC12,80,58,"89,5",0,"89,5",EW,O,S,13,10,7
K20,1492,KLC9,78,61,"73,5",0,"73,5",NWSE,C,,35,21,17
K20,1775,KLC12,85,67,84,0,84,NWSE,O,SE,75,48,30
K20,1494,KLC9,79,60,"73,5",0,"73,5",NWSE,O,SE,24,17,16
K20,1297,KLC2,96,71,67,0,67,NWSE,O,NW,36,26,21
K20,1455,KLC8,92,62,72,0,72,NWSE,P,,42,36,30
K20,1593,KLC10,90,69,"75,5",0,"75,5",EW,SV,E,20,15,8
K20,1544,KLC10,92,60,"75,5",0,"75,5",NS,O,S,15,8,3
K20,1521,KLC9,90,66,71,0,71,NESW,C,,27,20,18
K20,1557,KLC10,92,66,75,0,75,EW,C,,17,15,3
K20,1524,KLC9,94,63,73,0,73,EW,O,E,24,18,13
K20,1592,KLC10,92,68,"74,5",0,"74,5",,O,SE,20,20,11
K20,1605,KLC10,90,66,77,0,77,NWSE,O,SW,15,9,5
K20,1602,KLC10,95,80,73,0,73,NS,V,,32,23,12
K20,1574,KLC10,90,78,74,0,74,NWSE,O,SW,18,15,7
K20,1606,KLC10,96,80,72,0,72,NS,SV,N,25,13,9
K20,1617,KLC10,96,56,77,0,77,NESW,SC,NW,19,16,9
K20,1654,KLC10,95,61,80,0,80,NS,O,S,7,6,2
K20,1609,KLC10,93,69,73,0,73,EW,P,,33,20,17
K20,1623,KLC10,94,61,"76,5",0,"76,5",NS,SC,E,17,14,8
K20,1630,KLC10,95,51,"78,5",0,"78,5",EW,V,,14,10,4
K20,1687,KLC10,95,64,"76,5",0,"76,5",NWSE,O,NW,30,20,8
K20,1627,KLC10,94,60,79,0,79,EW,C,,10,7,4
K20,1624,KLC10,96,60,76,0,76,EW,SV,N,16,15,7
K20,1613,KLC10,96,64,"70,5",0,"70,5",EW,O,E,25,18,14
K20,1618,KLC10,91,66,"77,5",0,"77,5",EW,C,,14,13,5
K20,1704,KLC10,97,67,81,0,81,NS,P,,26,20,17
K20,1612,KLC10,94,73,70,0,70,,P,,13,11,10
K20,1619,KLC10,96,72,77,0,77,NS,C,,18,18,15
K20,1626,KLC10,90,74,"76,5",0,"76,5",NESW,SV,SE,25,20,8
K20,1705,KLC10,99,71,"81,5",0,"81,5",NS,P,,18,16,11
K20,1607,KLC10,91,79,"73,5",0,"73,5",EW,P,,43,26,16
K20,1614,KLC10,96,72,75,0,75,EW,O,S,10,10,7
K20,1615,KLC10,94,80,74,0,74,NS,P,,17,11,8
K20,1611,KLC10,97,72,68,0,68,NESW,P,,50,33,9
K20,1616,KLC10,95,77,"73,5",0,"73,5",EW,C,,25,20,7
K20,1608,KLC10,91,73,73,0,73,NS,C,,65,25,11
K20,1845,KLC12,97,65,70,0,70,,V,,36,35,10
K20,1751,KLC11,94,53,"84,5",0,"84,5",NS,P,,10,8,3
K20,1797,KLC12,95,77,"76,5",0,"76,5",NS,P,,32,23,22
K20,1750,KLC11,94,56,"83,5",0,"83,5",NS,P,,20,18,13
K20,1837,KLC12,96,58,84,0,84,EW,O,S,52,30,18
K20,1763,KLC12,90,60,79,0,79,,V,,70,45,15
K20,1838,KLC12,98,62,80,0,80,EW,P,,26,23,10
K20,1760,KLC12,93,72,78,0,78,EW,O,W,20,16,10
K20,1762,KLC12,95,63,78,0,78,NESW,O,NE,85,20,10
K20,1785,KLC12,92,65,82,0,82,NS,P,,22,16,12
K20,1809,KLC12,98,62,74,0,74,NS,P,,17,11,8
K20,1839,KLC12,95,61,"84,5",0,"84,5",EW,P,,34,27,10
K20,1836,KLC12,94,60,"81,5",0,"81,5",NESW,P,,33,29,21
K20,1764,KLC12,92,60,79,0,79,NS,O,S,30,15,10
K20,1790,KLC12,93,70,78,0,78,,V,,23,22,14
K20,1793,KLC12,92,73,79,0,79,EW,P,,23,11,9
K20,1792,KLC12,91,70,"80,5",0,"80,5",EW,O,S,57,42,20
K20,1788,KLC12,94,73,77,0,77,NS,P,,44,25,16
K20,1782,KLC12,90,73,"78,5",0,"78,5",EW,P,,22,16,15
K20,1791,KLC12,92,70,82,0,82,NESW,P,,70,36,26
K20,1787,KLC12,91,74,"76,5",0,"76,5",,P,,23,22,7
K20,1789,KLC12,92,71,"77,5",0,"77,5",NS,O,W,14,8,5
K20,1761,KLC12,92,71,79,0,79,NS,O,N,20,17,8
K20,1795,KLC12,93,75,"80,5",0,"80,5",NS,O,S,40,30,23
K20,1801,KLC12,96,80,75,0,75,NS,P,,16,13,6
K20,1796,KLC12,95,74,"80,5",0,"80,5",,O,S,26,25,20
K20,1823,KLC12,74,48,"90,5",0,"90,5",NS,P,,66,44,25
K20,1542,KLC10,81,40,79,0,79,NESW,P,,16,13,11
K20,1596,KLC10,81,47,80,0,80,EW,O,E,15,8,5
K20,1549,KLC10,71,46,81,0,81,,O,NW,8,8,3
K20,1723,KLC11,80,46,85,0,85,NS,P,,30,27,8
K20,1648,KLC10,88,51,"79,5",0,"79,5",EW,P,,14,13,7
K20,1716,KLC11,87,51,83,0,83,EW,P,,30,23,13
K20,1708,KLC10,89,55,"81,5",0,"81,5",NESW,P,,36,28,16
K20,1834,KLC12,99,62,"76,5",0,"76,5",NS,P,,22,15,13
K20,1420,KLC7,60,60,77,0,77,NS,P,,21,19,9
K20,1495,KLC9,79,62,"73,5",0,"73,5",EW,C,,30,16,12
K20,1457,KLC8,74,76,71,0,71,NESW,O,SE,18,9,8
K20,2,KLC,42,63,70,0,70,EW,P,,17,15,7
K20,1741,KLC11,90,37,86,0,86,NWSE,P,,30,25,10
K20,1449,KLC7,100,86,64,0,64,,V,,35,19,16
K20,1856,KLC12,99,47,94,0,94,,V,,65,40,7
K20,1858,KLC12,98,46,"89,5",0,"89,5",NS,P,,30,20,12
K20,1857,KLC12,99,36,93,0,93,,V,,15,10,10
K20,1545,KLC10,100,87,68,0,68,NS,P,,20,12,9
K20,1736,KLC11,95,41,"86,5",0,"86,5",EW,O,NW,27,19,12
K20,1771,KLC12,98,43,88,0,88,,V,,40,30,20
K20,1772,KLC12,92,40,88,0,88,NS,P,,55,25,10
K20,1774,KLC12,91,30,89,0,89,NWSE,P,,62,40,20
K20,1830,KLC12,94,26,91,0,91,NS,P,,25,15,12
K20,1843,KLC12,95,39,"97,5",0,"97,5",NS,P,,30,20,10
K20,1846,KLC12,95,48,"91,5",0,"91,5",NS,O,W,55,50,10
K20,1848,KLC12,98,42,90,0,90,,V,,60,42,20
K20,1851,KLC12,99,25,94,0,94,NESW,P,,35,30,25
K20,1853,KLC12,99,60,91,0,91,NS,O,S,40,20,17
K20,1818,KLC12,94,37,92,0,92,NS,P,,70,40,40
K20,1854,KLC12,98,30,91,0,91,NS,P,,50,37,10
K20,1826,KLC12,99,42,"86,5",0,"86,5",,V,,20,10,5
K20,1840,KLC12,93,64,"85,5",0,"85,5",EW,P,,32,14,10
K20,1835,KLC12,90,61,87,0,87,EW,O,W,60,45,40
K20,1439,KLC7,55,45,80,0,80,,P,,20,18,10
K20,1427,KLC7,63,61,77,0,77,NESW,C,,42,19,18
K20,1425,KLC7,68,65,73,0,73,NS,O,S,27,20,17
K20,1357,KLC6,64,64,71,0,71,,P,,13,11,3
K20,1483,KLC9,78,74,"71,5",0,"71,5",NESW,O,SW,13,8,7
K20,1459,KLC8,76,71,69,0,69,NESW,P,,51,35,12
K20,52,KLC,56,46,79,0,79,NWSE,V,,32,20,14
K20,1445,KLC7,72,64,77,0,77,EW,C,,29,18,15
K20,40,KLC,56,67,77,0,77,NWSE,V,,34,24,14
K20,1410,KLC7,63,70,73,0,73,NWSE,C,,46,45,27
K20,1712,KLC10,85,44,83,0,83,NS,P,,30,15,10
K20,1660,KLC10,80,57,79,0,79,NESW,C,,29,25,12
K20,1387,KLC6,63,69,70,0,70,NS,O,S,35,24,23
K20,15,KLC,54,30,86,0,86,NS,O,S,65,55,35
K20,65,KLC,57,42,82,0,82,NWSE,O,SE,44,25,14
K20,71,KLC,60,40,84,0,84,NWSE,P,,25,19,15
K20,1552,KLC10,75,61,78,0,78,,V,,5,5,3
K20,1402,KLC6,67,72,71,0,71,NS,SC,S,33,15,10
K20,1679,KLC10,89,43,82,0,82,NESW,P,,17,14,4
K20,1423,KLC7,64,64,78,0,78,NS,V,,30,28,18
K20,1500,KLC9,79,65,74,0,74,NWSE,SV,SE,26,19,8
K20,1443,KLC7,67,63,74,0,74,EW,C,,30,30,15
K20,1604,KLC10,85,67,"76,5",0,"76,5",NESW,O,SW,50,23,16
K20,1397,KLC6,69,65,71,0,71,NS,P,,27,14,10
K20,1398,KLC6,77,77,68,0,68,NS,P,,40,28,17
K20,1522,KLC9,88,60,"74,5",0,"74,5",,V,,23,16,14
K20,13311,KLC12,,,,,,,,,9,6,2
K20,13309,KLC12,,,,,,,,,20,15,7
K20,13353,KLC12,,,,,,,,,23,16,8
K20,12143,KLC12,,,,,,,,,6,3,1
K20,12144,KLC12,,,,,,,,,4,4,1
